AP,AP50,AP75,APs,APm,APl,per_class_AP,n_images,tag,condition,n_missing,n_detections,det_per_image,conf,iou,max_det,ignore_policy,measured_by
0.16309244983420393,0.29473989981654725,0.15301146018162506,0.08890467521960117,0.25458080070844796,0.4367299159704029,"{0: 0.1653200195237622, 1: 0.08506545085681091, 2: 0.022926854103120915, 3: 0.4830702161859306, 4: 0.1923895217517743, 5: 0.1855585099745957, 6: 0.12740131886692269, 7: 0.05707335669190292, 8: 0.15879500748048786, 9: 0.15332424290673102}",200,fp16-onboard-hexagon,clean,0,53141,265.705,0.001,0.65,500,mask,"on-board (QCS8550 Hexagon, qnn-net-run)"
0.0,0.0,0.0,0.0,0.0,0.0,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}",200,w8a8-onboard-hexagon,clean,0,0,0.0,0.001,0.65,500,mask,"on-board (QCS8550 Hexagon, qnn-net-run)"
