AP,AP50,AP75,APs,APm,APl,per_class_AP,n_images,model,n_tiles,det_per_tile,ms_per_tile,wall_s
0.2659882929510377,0.44672038613869053,0.2658877353968592,0.15814964253584654,0.3747918149295467,0.33266600252795814,"{0: 0.26078498496058106, 1: 0.1681613319458102, 2: 0.09470476571318581, 3: 0.5810262646828855, 4: 0.3054523748753197, 5: 0.26825228605553886, 6: 0.176204374936171, 7: 0.11754668067437224, 8: 0.42043143644394976, 9: 0.26731842922256316}",2192,v26n-base-noe2e.onnx,2192,173.3485401459854,47.129728239067276,293.5
0.26271349760127977,0.44085159096561377,0.26256050645964796,0.15570022313576679,0.37200586846260514,0.3309291692691697,"{0: 0.25662408122911423, 1: 0.16372977103845432, 2: 0.0945566337970098, 3: 0.579682071024463, 4: 0.2997334215252184, 5: 0.2633796924057985, 6: 0.1744078251546377, 7: 0.11246480571310014, 8: 0.41844289983656663, 9: 0.2641137742884351}",2192,model.onnx,2192,101.38914233576642,99.82656291056986,327.3
0.0,0.0,0.0,0.0,0.0,0.0,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}",2192,model.onnx,2192,0.0,35.68988252739334,86.0
